-32.0595 8.19157 33.136 -32.1794 8.22605 33.2102 0.145149 0.199649
-30.7721 13.3734 28.3307 -30.7814 13.2479 28.4084 0.14792 0.181533
-30.4209 10.8505 42.1996 -30.5476 10.8544 42.0727 0.179378 0.176357
-30.2782 12.2833 32.6283 -30.3386 12.2757 32.7496 0.135682 0.178575
-30.3075 5.22008 32.1738 -30.3101 5.18285 32.3345 0.164912 0.140494
-30.0056 19.2541 32.3467 -30.1006 19.1544 32.2603 0.16262 0.173917
-29.9664 5.10956 38.5251 -29.9943 5.01715 38.4348 0.132198 0.18634
-29.8849 8.86561 44.992 -29.8379 8.89335 44.859 0.143817 0.193438
-29.707 3.34029 42.6694 -29.7515 3.33915 42.5141 0.161541 0.169539
-29.7206 6.12332 36.5043 -29.6899 6.15485 36.376 0.135663 0.187449
-29.6225 3.64268 41.9226 -29.6317 3.50315 41.8811 0.145873 0.157501
-29.6529 10.7979 38.8467 -29.6283 10.7517 38.715 0.141733 0.18634
-29.4461 1.55661 39.7591 -29.5426 1.50195 39.6754 0.13899 0.149367
-29.443 15.7761 28.7735 -29.5196 15.7805 28.8922 0.141276 0.180424
-29.4538 1.98293 38.413 -29.5066 1.93045 38.3015 0.134052 0.168593
-29.4594 10.3406 33.8093 -29.4868 10.4385 33.7078 0.143635 0.188706
-28.4781 1.11626 50.4845 -28.3504 1.03765 50.527 0.155877 0.177466
-27.9448 1.60231 52.8705 -27.8843 1.50465 52.9538 0.14189 0.217396
-28.53 10.9318 42.3927 -28.4467 11.0346 42.3466 0.140071 0.18634
-28.9717 3.15807 58.9111 -29.0395 3.23525 58.8115 0.143098 0.166058
-28.8566 17.4447 36.572 -28.9603 17.3659 36.5727 0.130223 0.130881
-28.855 16.9192 45.9721 -28.95 16.8604 46.0558 0.139549 0.183678
-28.8389 19.2751 30.8902 -28.9266 19.2442 30.7924 0.134977 0.150846
-28.8141 -2.64447 45.6944 -28.9177 -2.73975 45.6652 0.143771 0.164156
-28.781 14.008 22.4396 -28.8878 13.9227 22.4801 0.142543 0.192994
-28.7588 20.3171 28.8652 -28.8789 20.2591 28.8644 0.133399 0.156392
-28.6925 11.1632 24.5697 -28.777 11.0573 24.5675 0.135462 0.199206
-28.5857 3.70095 29.6446 -28.7433 3.63315 29.6945 0.178628 0.178575
-28.6234 17.6173 37.4156 -28.6919 17.5422 37.5003 0.132284 0.141973
-28.5203 16.2081 44.1817 -28.4863 16.2335 44.2777 0.104932 0.174804
-28.4289 -1.66808 54.8917 -28.4721 -1.75755 54.9832 0.135014 0.179241
-28.3706 5.1456 53.7781 -28.4471 5.05045 53.7029 0.143415 0.147677
-28.302 21.4719 45.088 -28.3748 21.3518 45.0754 0.140995 0.177466
-28.2891 15.2872 31.1055 -28.3068 15.3339 31.2401 0.143549 0.141973
-28.1632 20.2568 38.2311 -28.22 20.1617 38.3342 0.151285 0.173917
-28.1298 5.46616 55.9087 -28.2001 5.35295 55.9468 0.138583 0.166375
-28.0242 3.97271 47.1635 -28.1578 3.93695 47.0888 0.157137 0.196877
-27.9971 9.21997 59.6492 -28.0462 9.39485 59.6 0.188186 0.212516
-27.5533 13.9792 30.3356 -27.5105 13.924 30.4492 0.133316 0.141973
-26.5398 7.90183 41.4601 -26.4144 7.96425 41.3959 0.154178 0.195213
-27.8924 10.6489 33.1674 -27.9907 10.6383 33.0617 0.14476 0.141973
-27.8967 13.1763 57.5439 -27.9478 13.0281 57.6629 0.196776 0.176579
-27.8515 6.85409 21.8951 -27.9149 6.73975 21.8728 0.132608 0.203642
-27.5597 4.95823 49.394 -27.4641 4.92015 49.4542 0.119234 0.15972
-27.815 15.8971 53.2646 -27.8114 16.0022 53.1606 0.147959 0.19122
-27.6704 11.1834 54.4535 -27.8012 11.172 54.3681 0.156638 0.184861
-26.9527 0.022044 44.7092 -26.8284 -0.069247 44.6791 0.157139 0.164156
-27.7014 0.821111 47.5695 -27.7061 0.688153 47.5232 0.14088 0.168593
-27.5974 13.4405 50.0736 -27.6596 13.5118 49.9542 0.152298 0.183382
-27.5916 19.8152 37.2515 -27.6424 19.7144 37.3259 0.135156 0.155283
-25.8542 1.92396 29.9023 -25.7869 1.81195 29.9547 0.140782 0.195213
-27.372 15.8156 60.09 -27.461 15.6694 60.0517 0.175422 0.15898
-26.4724 5.09696 52.6646 -26.4685 4.96585 52.645 0.132631 0.147677
-27.3467 4.83048 33.5853 -27.3854 4.75655 33.7342 0.17069 0.19854
-26.5324 0.77442 51.3341 -26.4139 0.806553 51.4396 0.161872 0.17913
-27.3027 16.5446 35.4199 -27.3147 16.6709 35.3684 0.136863 0.15972
-27.1322 13.2686 36.4843 -27.3094 13.2264 36.4646 0.18318 0.164156
-25.4209 0.555702 48.449 -25.3685 0.428753 48.4532 0.137421 0.166292
-27.2805 11.4622 27.2023 -27.2742 11.5214 27.2986 0.113153 0.226058
-27.1265 4.65453 32.218 -27.1228 4.48815 32.2121 0.166524 0.213847
-26.0563 -3.46935 30.3939 -25.9152 -3.52475 30.4289 0.155563 0.168593
-27.0979 18.4397 50.6068 -27.0778 18.4246 50.75 0.14538 0.176135
-27.0412 3.56513 26.1017 -27.0424 3.46745 26.2195 0.153036 0.1856
-26.9251 -2.30893 47.9492 -26.8933 -2.42965 47.9134 0.129894 0.175692
-26.2823 6.48113 48.9082 -26.2234 6.58585 49.0141 0.16013 0.190776
-27.0273 14.4514 51.357 -26.9176 14.578 51.342 0.168183 0.184121
-25.9324 7.67793 46.9898 -25.8982 7.72975 47.1074 0.132949 0.178206
-26.4311 6.42309 44.9089 -26.562 6.43925 44.7939 0.174988 0.178206
-25.5602 0.0443165 44.4105 -25.6028 -0.085247 44.3311 0.157796 0.169539
-24.8069 -2.84492 50.7346 -24.6723 -2.77555 50.7678 0.155033 0.169332
-26.3997 -3.19294 50.318 -26.363 -3.29775 50.4112 0.144947 0.169332
-23.9864 5.14864 55.3631 -23.857 5.10905 55.3629 0.135322 0.174656
-26.4033 1.06959 57.3585 -26.3662 0.949453 57.3955 0.131048 0.174656
-24.5496 8.10168 35.1494 -24.4679 8.11105 35.252 0.131483 0.217396
-26.2541 -0.234362 24.6158 -26.3269 -0.362647 24.591 0.149581 0.161198
-26.1868 4.72833 59.1359 -26.2488 4.87725 59.2205 0.182115 0.177466
-26.1283 24.2981 40.5977 -26.2028 24.2525 40.7005 0.13484 0.18523
-26.153 12.5911 48.7514 -26.1531 12.7093 48.6786 0.138829 0.154395
-26.0349 24.5855 37.3996 -26.1485 24.5865 37.5139 0.161094 0.17303
-21.6372 -0.764411 56.925 -21.518 -0.817247 56.9615 0.135447 0.18512
-23.2077 -1.40503 56.4027 -23.0713 -1.40385 56.4337 0.139864 0.165635
-26.0756 8.79809 57.5113 -26.1195 8.66475 57.4451 0.155206 0.162677
-24.8925 -2.40355 52.7138 -24.6842 -2.47815 52.7672 0.227617 0.181269
-25.7047 11.5226 20.472 -25.8765 11.5037 20.5041 0.175725 0.179241
-25.6503 18.9488 57.0514 -25.6115 19.0777 57.1066 0.145431 0.233812
-24.5893 4.03601 53.1698 -24.6538 3.91395 53.1648 0.138139 0.25
-25.7876 17.8637 60.3725 -25.8288 18.0194 60.3912 0.162139 0.191663
-25.775 2.40273 17.974 -25.822 2.41405 18.1008 0.135651 0.204086
-25.7748 14.5616 21.1376 -25.7818 14.3926 21.1628 0.170998 0.198171
-24.7528 8.02654 22.8054 -24.7308 8.08775 22.6648 0.154972 0.187449
-25.5628 15.3336 33.6855 -25.7169 15.3848 33.6847 0.16236 0.246974
-25.6153 -3.95028 47.1281 -25.6813 -4.06465 47.1052 0.134016 0.183677
-25.1534 -0.898623 45.7567 -25.1388 -1.02655 45.7551 0.128766 0.143452
-23.7192 11.3557 35.4368 -23.5786 11.3197 35.4934 0.155786 0.185785
-25.5441 22.2681 49.84 -25.5361 22.2528 49.9949 0.155804 0.201868
-23.757 -3.32205 53.3306 -23.6163 -3.36775 53.3889 0.159018 0.16948
-24.0213 7.45797 56.9919 -23.9299 7.35195 56.9701 0.141663 0.165265
-24.9761 -2.12941 55.3608 -24.9542 -1.99055 55.4382 0.160459 0.168593
-24.6504 -4.06029 54.174 -24.5416 -4.08545 54.3083 0.174663 0.189297
-24.9245 5.03445 44.364 -24.8881 4.99855 44.2053 0.166736 0.192551
-24.7487 -2.74717 59.7993 -24.7488 -2.87555 59.8083 0.128685 0.178531
-21.6257 2.2151 46.83 -21.5414 2.11575 46.7707 0.143164 0.163047
-24.4027 4.61043 47.2273 -24.2846 4.75905 47.2785 0.196649 0.163047
-23.4235 4.46166 36.4588 -23.3878 4.33225 36.4716 0.134853 0.176727
-25.3629 16.7508 53.4108 -25.419 16.7802 53.2768 0.148252 0.214912
-25.3445 9.8304 31.2083 -25.3747 9.86725 31.0878 0.129617 0.181903
-24.0892 -3.24996 29.8514 -24.0764 -3.31795 29.9618 0.130245 0.190776
-25.2796 18.0227 50.6627 -25.2806 17.9768 50.7966 0.14148 0.224716
-23.0922 7.86193 58.5259 -22.999 7.76305 58.5234 0.135952 0.162677
-25.1558 14.7181 30.5359 -25.2426 14.7734 30.448 0.135373 0.198762
-22.6624 -6.69581 25.2371 -22.5488 -6.74235 25.1757 0.137287 0.158166
-22.2576 -7.94117 26.3987 -22.2056 -8.04285 26.3167 0.140635 0.158166
-25.1779 23.0031 30.5632 -25.1824 23.0262 30.7075 0.146189 0.198171
-23.848 -1.32189 29.795 -23.7492 -1.40785 29.8757 0.153826 0.173917
-23.3593 -0.62577 28.4427 -23.2573 -0.612347 28.5231 0.130532 0.173917
-24.9736 15.5973 47.9646 -25.0374 15.4875 47.9655 0.127042 0.196987
-24.9025 15.5056 37.6547 -24.9841 15.5897 37.6029 0.128066 0.15972
-23.6415 -2.67344 25.6456 -23.5834 -2.78745 25.6727 0.130791 0.141973
-24.7408 -0.614051 23.3464 -24.7464 -0.559847 23.2174 0.140067 0.191368
-24.9163 24.7264 34.2189 -24.9425 24.6749 34.0658 0.16372 0.164156
-24.5791 7.19315 26.3408 -24.5938 7.35645 26.3806 0.168721 0.191663
-24.8036 2.2777 27.2737 -24.7881 2.16505 27.3706 0.149383 0.177466
-24.7766 11.5854 42.0105 -24.7696 11.4716 42.0859 0.13675 0.183593
-24.7211 -2.88374 49.5417 -24.7601 -2.94095 49.4207 0.139435 0.125705
-23.1743 10.5137 48.2155 -23.1316 10.6568 48.3018 0.172445 0.179438
-24.6065 17.545 45.8335 -24.6444 17.4095 45.7626 0.157585 0.195213
-24.6031 11.3404 28.7205 -24.6161 11.2 28.8079 0.165909 0.140494
